Nodes,50
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,2
21,2
22,2
23,2
24,2
25,2
26,2
27,2
28,2
29,2
30,3
31,3
32,3
33,3
34,3
35,3
36,3
37,3
38,3
39,3
40,4
41,4
42,4
43,4
44,4
45,4
46,4
47,4
48,4
49,4
Arcs,122
0,9,19,0.01297,6486.94099,10000,327.62328222751233
1,19,9,0.01297,6486.94099,10000,327.62328222751233
2,9,29,0.01208,6037.51255,10000,304.92487651474056
3,29,9,0.01208,6037.51255,10000,304.92487651474056
4,9,39,0.02322,11609.84943,10000,586.3560320462433
5,39,9,0.02322,11609.84943,10000,586.3560320462433
6,9,49,0.01782,8909.73766,10000,449.98675073626305
7,49,9,0.01782,8909.73766,10000,449.98675073626305
8,19,29,0.02436,12181.45454,10000,615.2249769920004
9,29,19,0.02436,12181.45454,10000,615.2249769920004
10,19,39,0.02002,10009.91611,10000,505.5513187877477
11,39,19,0.02002,10009.91611,10000,505.5513187877477
12,19,49,0.03017,15084.35502,10000,761.8361119759857
13,49,19,0.03017,15084.35502,10000,761.8361119759857
14,29,39,0.03403,17013.8017,10000,859.2829140950746
15,39,29,0.03403,17013.8017,10000,859.2829140950746
16,29,49,0.00581,2906.58726,10000,146.797336185323
17,49,29,0.00581,2906.58726,10000,146.797336185323
18,39,49,0.03907,19533.90072,10000,986.5606424278903
19,49,39,0.03907,19533.90072,10000,986.5606424278903
20,1,9,0.00057,287.31526,10000,14.510871730078602
21,8,9,0.00102,511.6577,10000,25.841298210711216
22,5,9,0.00149,747.28634,10000,37.741734172836274
23,0,9,0.00024,122.15286,10000,6.169336563200077
24,7,9,0.00016,77.79841,10000,3.9292126035089803
25,9,3,0.00051,254.4656,10000,12.851797749804641
26,9,6,0.00231,1156.68748,10000,58.41855951234739
27,4,9,9e-05,45.87993,10000,2.3171682834609806
28,2,9,0.00034,171.70345,10000,8.671891574623046
29,9,2,0.00034,171.70345,10000,8.671891574623046
30,13,19,0.00083,416.62188,10000,21.041508991594124
31,14,19,0.00045,225.54914,10000,11.39137080051356
32,12,19,0.0004,199.40866,10000,10.071144452141962
33,19,17,0.00104,517.85087,10000,26.15408437478009
34,15,19,0.00168,839.977,10000,42.42308081663509
35,19,16,0.00021,102.87536,10000,5.195725353223992
36,10,19,0.00432,2162.12005,10000,109.19798245256816
37,19,11,0.00022,109.83465,10000,5.547204402505624
38,18,19,0.00024,119.50568,10000,6.035640531430378
39,29,28,0.00268,1337.74679,10000,67.56296896408323
40,29,24,0.00031,156.48161,10000,7.9031117717013215
41,29,21,0.00033,164.99936,10000,8.333301068258107
42,29,23,0.00232,1161.73039,10000,58.67325189914217
43,27,29,0.00071,356.6939,10000,18.01484347420477
44,29,26,0.00299,1493.78285,10000,75.44357850738696
45,22,29,0.00199,992.60727,10000,50.131680214507504
46,20,29,0.0006,298.62137,10000,15.081887329039404
47,29,25,0.00093,464.0808,10000,23.438424125859367
48,38,39,0.00021,106.29667,10000,5.368518878660872
49,39,35,0.00106,530.9881,10000,26.817580797059293
50,39,30,0.00089,447.24724,10000,22.58824462885998
51,39,37,0.00252,1257.54625,10000,63.51243709093977
52,39,34,0.00081,407.1893,10000,20.565116008084097
53,36,39,0.00077,387.33,10000,19.562121044559873
54,39,31,0.00298,1490.58777,10000,75.28221067103102
55,39,33,2e-05,8.96221,10000,0.4526366733196365
56,32,39,0.00079,396.86557,10000,20.04371562271126
57,41,49,0.00342,1709.75775,10000,86.3514016295506
58,49,40,0.00022,110.53973,10000,5.5828146503914775
59,47,49,0.00041,206.62084,10000,10.435396209662972
60,49,43,0.00023,114.26261,10000,5.770838818214858
61,42,49,0.00153,762.54357,10000,38.512301511029
62,49,46,0.00242,1210.95268,10000,61.15922629433734
63,49,48,5e-05,24.4763,10000,1.236176595094505
64,44,49,0.00087,432.87425,10000,21.862335743970007
65,49,45,0.00119,597.03819,10000,30.153444037297493
66,6,1,0.0027,1348.45171,10000,68.10362180457257
67,7,5,0.00134,669.53337,10000,33.81481657013855
68,7,0,0.00029,143.60913,10000,7.252986405128164
69,8,7,0.00117,587.05034,10000,29.649006837965867
70,4,8,0.00093,465.90853,10000,23.530733938197056
71,6,5,0.0009,447.97859,10000,22.62518156447653
72,2,3,0.00085,422.99956,10000,21.363614212324322
73,3,1,0.00105,527.12953,10000,26.622703493626798
74,7,1,0.00065,326.43987,10000,16.486862117616997
75,2,4,0.00033,164.46695,10000,8.306411592179044
76,2,0,0.00056,280.55058,10000,14.169221100052956
77,14,11,0.00052,260.57494,10000,13.160350270297382
